"","log(WAGE)","SEX","EXPERIENCE","I(EXPERIENCE^2)","EDUCATION","as.factor(OCCUPATION)","UNION","zipcode"
"131",1.69756705016304,0,1,1,12,"6",1,83814
"132",2.08015202260348,0,3,9,12,"6",0,20705
"133",1.93675608358156,0,8,64,12,"6",0,32803
"134",2.08310197984432,0,2,4,14,"6",0,94920
"135",1.64598899606464,0,16,256,9,"6",0,89101
"136",1.98177225283973,0,9,81,10,"6",0,5101
"137",1.71763441559511,0,2,4,12,"6",0,99737
"138",1.77248808149915,0,43,1849,7,"6",0,48219
"139",2.14325563184783,0,38,1444,9,"6",0,53202
"140",2.08938979629322,0,9,81,12,"6",0,10990
"141",2.08242057295658,0,12,144,12,"6",0,39337
"142",2.31836597035527,0,18,324,12,"6",0,44115
"143",2.01548439724341,0,15,225,11,"6",1,33176
"144",2.24944256561812,0,28,784,11,"6",1,69346
"145",1.90005985119103,0,27,729,10,"6",1,20707
"146",2.15657106792711,0,38,1444,12,"6",0,7201
"147",1.28986052632669,1,3,9,12,"6",0,80202
"148",2.46162006550556,0,41,1681,12,"6",1,11716
"149",2.20911258128293,0,16,256,12,"6",1,94041
"150",1.58204941620776,0,7,49,13,"6",0,90063
"151",1.24565668082319,1,33,1089,6,"6",0,78205
"152",2.30349073777398,0,25,625,14,"6",0,34642
"153",1.79813969042746,0,5,25,12,"6",0,11206
"154",2.16261520302929,0,17,289,14,"6",0,30071
"155",1.70174725823645,0,1,1,12,"6",0,24641
"156",1.98992224006552,0,13,169,12,"6",0,60620
"157",2.71506851965335,0,18,324,16,"1",0,28401
"158",2.37116257528552,0,21,441,14,"1",0,12205
"159",2.1138676207503,0,2,4,14,"1",0,79924
"160",1.98439870166205,1,4,16,12,"1",0,97401
"161",2.27612071584792,1,30,900,12,"1",0,21218
"162",2.36251498130374,0,32,1024,13,"1",0,70658
"163",2.20515144719077,1,13,169,17,"1",0,74601
"164",2.23208687593563,0,17,289,12,"1",0,10017
"165",2.28154808437662,1,26,676,14,"1",0,30501
"166",2.43225845108991,0,9,81,16,"1",0,7102
"167",2.21221809565721,0,8,64,16,"1",0,56042
"168",2.51809124870891,0,1,1,15,"1",1,90505
"169",2.7002218433109,0,32,1024,17,"1",0,49201
"170",1.96523242556735,1,24,576,12,"1",0,64105
"171",2.12167221722292,1,1,1,14,"1",0,2904
"172",2.35498778981708,0,42,1764,12,"1",0,15205
"173",1.7667676313576,1,3,9,16,"1",0,20005
"174",2.23501014427931,1,32,1024,12,"1",0,53233
"175",2.46545187698343,0,22,484,14,"1",0,10013
"176",2.45079935625926,0,18,324,16,"1",0,87102
"177",2.57793728719651,1,19,361,18,"1",0,44115
"178",2.34287271564308,0,12,144,15,"1",0,98168
"179",2.19066979762873,1,42,1764,12,"1",0,72046
"180",2.35686459173187,0,34,1156,12,"1",0,40242
"181",2.7886740229731,0,29,841,18,"1",0,53562
"182",2.09988692817088,0,8,64,16,"1",0,1757
"183",2.74997306975811,0,13,169,18,"1",0,46225
"184",2.29480494981718,0,10,100,16,"1",0,76102
"185",2.76105526121583,0,22,484,16,"1",0,13224
"186",2.68853928981278,0,10,100,16,"1",0,2199
"187",2.58035756514316,1,15,225,17,"1",0,19034
"188",2.06851822564757,0,26,676,12,"1",0,87020
"189",2.33752354746683,0,16,256,14,"1",0,37209
"190",2.52842533855765,1,14,196,18,"1",0,85225
"191",2.22095119385489,1,38,1444,12,"1",0,72211
"192",2.3149221081026,0,14,196,12,"1",0,13101
"193",1.70270901035965,1,7,49,12,"1",0,8052
"194",2.31330528089656,1,13,169,18,"1",0,19103
"195",1.89156665067959,0,20,400,10,"1",0,11714
"196",2.65185503566012,0,7,49,16,"1",1,51347
"197",2.46995724722157,1,26,676,16,"1",0,33825
"198",2.61654036264421,0,14,196,16,"1",0,33823
"199",2.45033385995135,0,36,1296,13,"1",0,70583
"200",2.32383989184912,0,24,576,12,"1",0,95823
"201",2.67101352073208,0,41,1681,14,"1",0,37052
"202",2.22193634464829,0,7,49,16,"1",0,60173
"203",2.48800245201011,0,14,196,17,"1",0,78476
"204",1.67624384529974,1,1,1,12,"1",0,60515
"205",2.34191730281596,1,6,36,16,"1",0,20027
"206",1.93708487419639,1,3,9,12,"1",0,28560
"207",2.61607935278575,0,31,961,15,"1",0,51249
"208",2.00497681893665,1,14,196,13,"1",0,12210
"209",2.29379068197506,1,13,169,14,"1",0,27265
"210",2.84062317859364,0,26,676,16,"1",1,2852
"211",2.70236243303977,0,14,196,18,"1",0,33024
"212",2.13687446272812,1,33,1089,13,"2",0,80123
"213",2.23336952789128,0,16,256,12,"2",0,20770
"214",2.44464948183429,0,10,100,18,"2",0,19108
"215",2.18335223974737,0,22,484,14,"2",0,77006
"216",1.68735087460886,0,2,4,14,"2",0,10016
"217",1.58505219094784,1,29,841,12,"2",0,94063
"218",2.04784832172948,0,43,1849,12,"2",0,52632
"219",1.42520877111715,1,5,25,12,"2",0,60062
"220",1.75193610022088,1,14,196,16,"2",0,30303
"221",2.31681204821725,0,28,784,12,"2",0,58374
"222",1.62088038256286,1,25,625,11,"2",0,75212
"223",2.0708951108839,1,45,2025,12,"2",0,77995
"224",1.71130024321168,0,5,25,14,"2",0,44115
"225",1.97579650790786,0,20,400,12,"2",0,64769
"226",1.68329626353508,1,6,36,16,"2",0,11201
"227",2.49228391572129,0,16,256,16,"2",0,38801
"228",1.49006577171882,1,33,1089,11,"2",0,72024
"229",0.846344117862216,1,2,4,13,"2",0,54304
"230",1.56580795991214,1,10,100,12,"2",0,28801
"231",2.33325152527621,0,44,1936,14,"2",0,43081
"232",2.09856906111747,1,6,36,14,"2",0,57702
"233",1.92922889376216,1,15,225,12,"2",0,19103
"234",1.34233678470305,0,5,25,12,"2",0,30084
"235",1.73897759482324,1,4,16,13,"2",0,70663
"236",2.22456315813312,0,14,196,14,"2",0,70123
"237",2.34445138716356,1,32,1024,14,"2",0,94005
"238",1.85080061494887,1,14,196,12,"2",0,12207
"239",2.15918086299023,0,21,441,14,"2",0,33064
"240",2.27261147439609,0,43,1849,12,"2",1,76259
"241",1.74655244586048,1,27,729,12,"2",0,27601
"242",1.01913111819193,1,4,16,12,"2",0,80136
"243",2.13118827814074,0,0,0,14,"2",0,80203
"244",1.92388308312611,0,32,1024,12,"2",0,43055
"245",1.77677359652135,0,20,400,12,"2",0,32801
"246",2.01711076820625,0,4,16,15,"2",0,72675
"247",1.78315199800517,0,34,1156,12,"2",0,33056
"248",1.55792912998856,0,5,25,13,"2",0,33137
"249",2.30986699944071,0,13,169,17,"2",0,81008
"250",2.01136049185713,1,17,289,14,"3",0,1821
"251",1.82947455670718,1,10,100,13,"3",0,90017
"252",2.20749639336118,1,7,49,16,"3",0,68508
"253",1.97833622148952,1,25,625,12,"3",0,23060
"254",2.01218855491168,1,18,324,12,"3",0,16501
"255",2.12985292251468,1,27,729,16,"3",0,63146
"256",1.7935331418404,1,2,4,16,"3",0,75202
"257",2.02630319517734,0,13,169,13,"3",0,95202
"258",1.65333210841096,1,24,576,14,"3",0,79701
"259",2.26207409354731,1,13,169,18,"3",0,78401
"260",1.84504094330089,1,15,225,14,"3",1,70802
"261",1.88920097024378,1,12,144,12,"3",0,71254
"262",2.20905323444875,1,24,576,12,"3",0,55410
"263",1.82757011267783,1,43,1849,12,"3",0,99201
"264",1.85605366176983,1,13,169,12,"3",0,11590
"265",1.8609183358926,1,16,256,12,"3",0,26047
"266",1.82803429993118,1,24,576,11,"3",0,51301
"267",1.96524862074879,1,4,16,16,"3",0,48180
"268",1.77675631313194,1,24,576,12,"3",0,39212
"269",1.79207272665782,1,45,2025,12,"3",0,48219
"270",2.44870983411153,0,20,400,12,"3",1,24954
"271",2.09005979348354,1,38,1444,12,"3",0,49503
"272",2.30892851190267,0,10,100,18,"3",0,93401
"273",1.8211146678959,1,16,256,11,"3",0,38574
"274",2.06321559652588,1,32,1024,12,"3",0,33432
"275",1.79638110732036,1,2,4,16,"3",0,4330
"276",1.76468312001868,1,28,784,13,"3",0,10004
"277",1.88860855128436,0,3,9,16,"3",0,41501
"278",1.96651570895683,1,8,64,13,"3",1,21030
"279",2.24479494918414,1,44,1936,12,"3",0,60115
"280",2.03465848646493,0,12,144,12,"3",0,2905
"281",2.04269917145607,0,8,64,12,"3",0,22471
"282",1.42414705867793,1,4,16,12,"3",0,62821
"283",2.1518925239534,1,28,784,12,"3",0,92401
"284",1.57702818908415,1,0,0,13,"3",0,98423
"285",1.55187134403982,0,1,1,14,"3",0,51467
"286",1.93551884670994,1,12,144,14,"3",0,48150
"287",1.89801684918284,1,39,1521,12,"3",0,85712
"288",2.04963734965143,1,24,576,12,"3",0,37201
"289",2.19228295047442,1,32,1024,17,"3",0,47374
"290",2.10512705483979,0,4,16,16,"3",0,90017
"291",1.70476889856743,1,25,625,12,"3",0,75247
"292",2.09328021192092,0,8,64,12,"3",0,32905
"293",1.84722484877725,1,16,256,13,"3",0,59050
"294",1.78727137294098,0,5,25,12,"3",0,51106
"295",2.10802349086352,0,31,961,13,"3",0,44139
"296",2.26543926257404,1,25,625,12,"3",0,37203
"297",2.01403188201125,1,15,225,12,"3",0,55429
"298",2.01200403654578,1,15,225,14,"3",0,71201
"299",1.25695401292945,1,0,0,12,"3",0,76201
"300",2.30102652455701,0,19,361,12,"3",0,49916
"301",1.58800480562834,1,21,441,12,"3",0,64070
"302",2.00040142172639,1,6,36,12,"3",0,60606
"303",2.23987557319997,1,14,196,12,"3",1,78258
"304",2.02739328422148,1,30,900,13,"3",0,72936
"305",2.05437923771828,1,8,64,12,"3",0,66214
"306",1.97956015108075,0,33,1089,9,"3",1,6103
"307",2.2588587236074,0,16,256,13,"3",0,46041
"308",1.99020383717031,1,20,400,12,"3",0,33301
"309",1.52287746263425,1,6,36,13,"3",0,16823
"310",2.02399673007868,1,10,100,12,"3",1,11101
"311",1.89474312564262,1,1,1,13,"3",0,20701
"312",1.59575313676594,0,2,4,12,"3",0,37377
"313",1.60306081268804,1,0,0,13,"3",0,72211
"314",2.34022839152895,0,17,289,16,"3",0,27101
"315",1.27966923618071,1,8,64,12,"3",0,85901
"316",1.87195440100722,0,4,16,12,"3",0,1610
"317",1.94991954695248,1,15,225,12,"3",0,8214
"318",2.19329344410275,1,29,841,12,"3",0,91744
"319",1.86932818140461,1,23,529,12,"3",0,44125
"320",1.58295154256263,1,39,1521,12,"3",0,56101
"321",1.75778399913082,1,14,196,12,"3",0,5868
"322",2.03058685449759,1,6,36,17,"3",0,38017
"323",2.19032546688757,0,12,144,14,"3",1,30076
"324",1.50028764985946,1,26,676,12,"3",0,93301
"325",2.06063610937692,1,32,1024,14,"3",0,30303
"326",1.66747875700639,1,6,36,15,"3",0,20024
"327",2.12912842962468,1,40,1600,12,"3",0,47201
"328",1.62820129912246,1,18,324,12,"3",0,31401
"329",1.28106827114875,1,12,144,11,"3",0,19457
"330",1.67543692222622,1,36,1296,12,"3",0,75234
"331",1.84268619582951,1,19,361,12,"3",0,92370
"332",1.94004332398633,1,42,1764,16,"3",0,11234
"333",1.15681140347609,1,2,4,13,"3",0,85027
"334",2.21003603699658,1,33,1089,12,"3",0,7470
"335",1.79355831583293,1,14,196,12,"3",0,27804
"336",1.92908791028564,0,22,484,12,"3",0,31903
"337",2.03757590327354,1,20,400,12,"3",0,92680
"338",1.21811848002378,1,15,225,12,"3",0,30643
"339",2.14156387019699,0,35,1225,12,"3",0,78217
"340",1.73171759013617,1,7,49,12,"3",0,78672
"341",1.73326868264421,1,45,2025,12,"3",0,6511
"342",1.96597390275923,1,9,81,12,"3",0,43085
"343",1.77545506114188,1,2,4,12,"3",0,77032
"344",2.00573346813293,0,3,9,17,"3",0,75207
"345",2.34686738816261,1,19,361,14,"3",1,31405
"346",1.34151420590682,1,14,196,12,"3",0,78212
"347",1.11489987780257,0,54,2916,4,"4",0,22401
"348",2.1082720171053,0,17,289,14,"4",0,80202
"349",1.45696344494434,1,29,841,8,"4",0,27107
"350",1.85942814366407,1,26,676,15,"4",0,11103
"351",0.888245726208191,0,16,256,2,"4",0,27577
"352",1.236297700313,1,29,841,8,"4",0,25504
"353",1.60965232984504,1,20,400,11,"4",0,33401
"354",1.50117325962705,1,38,1444,10,"4",0,28202
"355",1.12476206801822,1,37,1369,8,"4",0,89511
"356",2.03088632060911,0,48,2304,9,"4",0,92103
"357",1.4955326351699,1,16,256,12,"4",0,62434
"358",1.70255371489805,1,38,1444,8,"4",0,74119
"359",1.67412247971891,0,0,0,14,"4",0,55804
"360",2.10737581890555,0,14,196,12,"4",1,71457
"361",1.18175042486341,1,2,4,12,"4",0,72211
"362",2.24237034186289,0,21,441,16,"4",0,6995
"363",1.95664612297816,1,15,225,13,"4",0,31701
"364",1.58066659656575,1,20,400,16,"4",0,65233
"365",1.74360356404886,1,12,144,14,"4",0,1581
"366",1.83243502166619,0,7,49,12,"4",0,48075
"367",1.77999886732587,0,4,16,11,"4",0,21202
"368",1.7512200766124,0,9,81,13,"4",0,19108
"369",1.57698071586486,1,43,1849,12,"4",0,32751
"370",1.56848598509794,0,19,361,10,"4",0,53703
"371",1.0204990095607,1,49,2401,8,"4",0,40160
"372",1.65574927930335,1,38,1444,12,"4",0,21740
"373",1.44736359208303,1,13,169,12,"4",0,94520
"374",1.7137764740147,1,14,196,12,"4",0,95202
"375",1.78928941398509,0,20,400,12,"4",0,46016
"376",2.01053443093497,1,7,49,12,"4",0,22448
"377",1.81947696597977,1,9,81,12,"4",1,64601
"378",0.588101824123123,1,6,36,12,"4",0,42633
"379",1.77942142934845,1,5,25,12,"4",0,7416
"380",1.24664553567177,1,1,1,13,"4",0,78237
"381",2.30350175173402,0,22,484,14,"4",1,45406
"382",1.93130496252763,1,24,576,12,"4",0,43609
"383",1.58291425586039,1,15,225,12,"4",1,38374
"384",1.81802888532719,1,8,64,11,"4",0,78205
"385",2.25720941712401,1,17,289,11,"4",0,64110
"386",1.17234461508533,0,2,4,12,"4",0,74020
"387",2.03170893197125,0,20,400,12,"4",0,21201
"388",2.05089125524647,0,26,676,12,"4",1,84728
"389",1.83349838133087,1,37,1369,10,"4",0,10038
"390",1.4036740026594,1,41,1681,12,"4",0,20024
"391",2.00193845969611,1,27,729,12,"4",0,77060
"392",1.66738402695639,1,5,25,12,"4",1,77056
"393",2.25515778341626,0,16,256,14,"4",0,55415
"394",1.37572333341678,1,19,361,14,"4",0,17013
"395",1.73456892387189,0,10,100,12,"4",0,47802
"396",1.84995519102618,0,1,1,13,"4",1,90017
"397",2.10925998411971,1,43,1849,12,"4",1,6902
"398",1.81459831424606,0,3,9,13,"4",0,62901
"399",1.4864817830463,1,0,0,12,"4",0,80015
"400",2.01207485705543,1,26,676,12,"4",0,23004
"401",2.30699418564376,1,25,625,10,"4",1,37601
"402",1.80981737210941,1,15,225,12,"4",0,95540
"403",1.9601588169267,1,10,100,14,"4",0,75000
"404",2.13810460713719,1,45,2025,11,"4",1,30901
"405",1.76360398397148,0,3,9,11,"4",0,90040
"406",1.92689819897722,0,47,2209,8,"4",1,48607
"407",1.67487209103825,1,6,36,16,"4",0,64106
"408",1.86796111916756,1,33,1089,10,"4",0,94112
"409",1.85374853028357,0,3,9,16,"4",0,60106
"410",1.60704161921547,0,4,16,14,"4",1,94143
"411",2.277936947505,0,34,1156,14,"4",1,37917
"412",2.17877565414239,0,39,1521,11,"4",0,91731
"413",1.96234702120809,1,17,289,12,"4",0,20031
"414",2.15296400777977,0,47,2209,9,"4",1,70458
"415",1.61012359210206,0,2,4,11,"4",0,98011
"416",1.65798116840993,0,0,0,13,"4",0,90022
"417",1.82203599361889,1,24,576,14,"4",0,16803
"418",2.29349127306865,0,25,625,12,"4",1,45406
"419",1.62549051284676,1,6,36,14,"4",0,8102
"420",1.30259980919755,1,10,100,12,"4",0,94928
"421",1.57519136159788,1,33,1089,12,"4",0,61375
"422",1.78453351327813,0,12,144,12,"4",0,46804
"423",1.86922845325293,1,9,81,12,"4",0,19103
"424",2.15007819017481,0,18,324,11,"4",1,60126
"425",1.54186741432293,0,10,100,12,"4",0,33064
"426",1.1037687220521,1,45,2025,8,"4",0,54302
"427",1.72197016692426,1,46,2116,9,"4",1,11227
"428",1.45720816376998,0,14,196,7,"4",0,2127
"429",2.05320060363951,1,36,1296,11,"4",0,90501
"430",2.71240923004939,0,34,1156,13,"5",1,94306
"431",2.63117762253315,0,15,225,18,"5",0,40507
"432",2.59489114908667,0,31,961,17,"5",0,79101
"433",2.03058081238949,1,6,36,16,"5",0,20904
"434",2.19971931045575,0,15,225,14,"5",0,31405
"435",2.63355950925911,0,30,900,12,"5",0,97048
"436",2.25216522684645,0,8,64,18,"5",0,78212
"437",2.49953516852598,0,5,25,18,"5",0,21090
"438",2.26854510359837,1,3,9,17,"5",1,8872
"439",2.18938377823107,0,17,289,13,"5",0,90241
"440",2.65531600806599,0,5,25,16,"5",1,98109
"441",2.20438744640697,1,10,100,14,"5",0,33012
"442",2.35288674952125,1,33,1089,15,"5",0,36117
"443",2.23603758388418,0,3,9,18,"5",0,36830
"444",1.88381673175636,1,0,0,16,"5",0,32751
"445",2.63278910959261,0,13,169,16,"5",0,22960
"446",2.65825997443694,0,12,144,18,"5",0,40242
"447",2.23823037149762,1,6,36,16,"5",0,70806
"448",2.38061503117465,0,7,49,17,"5",0,77032
"449",2.68056353549524,0,14,196,16,"5",1,35203
"450",2.16923977722758,1,5,25,17,"5",0,32789
"451",1.90232796403906,1,10,100,15,"5",0,32202
"452",2.47432152196887,1,11,121,18,"5",0,99301
"453",2.40698530751029,1,24,576,17,"5",0,21667
"454",2.53246207896996,0,9,81,16,"5",0,21202
"455",2.6147709499654,0,12,144,18,"5",0,92614
"456",2.68037521716024,0,19,361,18,"5",0,96814
"457",2.49862605685992,1,14,196,14,"5",0,4092
"458",2.53073673167788,1,17,289,16,"5",0,92111
"459",2.45495746943383,0,7,49,18,"5",0,64106
"460",2.35691648663089,0,7,49,18,"5",0,44128
"461",2.45542647063058,1,22,484,16,"5",0,94578
"462",2.38039307722445,1,28,784,12,"5",0,11735
"463",1.95749681576938,1,16,256,16,"5",0,94063
"464",2.38390327428978,0,16,256,16,"5",0,24230
"465",2.1427267675365,1,7,49,16,"5",0,75074
"466",1.79464669584171,1,11,121,12,"5",0,6109
"467",2.12643867277818,1,11,121,12,"5",0,85705
"468",2.19320397419956,1,16,256,12,"5",0,7304
"469",3.01949166106917,0,33,1089,18,"5",1,10022
"470",2.00228814694994,1,21,441,12,"5",0,29210
"471",2.13276999412761,0,4,16,16,"5",0,80903
"472",2.4750721121972,0,13,169,15,"5",0,44691
"473",2.84165946786113,0,14,196,18,"5",1,95113
"474",2.20118085184024,1,10,100,16,"5",0,2115
"475",2.56460047891819,0,14,196,18,"5",0,54301
"476",2.75744282439162,0,29,841,16,"5",0,26062
"477",2.15003799720503,0,4,16,12,"5",0,49503
"478",2.8655904931263,0,27,729,18,"5",0,94612
"479",2.03153369453548,0,3,9,12,"5",0,94104
"480",2.63588416831694,0,14,196,16,"5",1,63101
"481",1.78669969982364,0,0,0,14,"5",0,37217
"482",2.88427993983781,0,33,1089,18,"5",0,33176
"483",2.48245711629562,0,38,1444,16,"5",0,93301
"484",2.5906134274902,1,18,324,18,"5",1,48624
"485",2.4460889144949,0,3,9,17,"5",0,61257
"486",2.66805035949383,1,40,1600,18,"5",0,93710
"487",2.29050470140539,0,19,361,14,"5",0,98801
"488",1.82976691012566,1,4,16,14,"5",0,30030
"489",2.40096725216159,1,11,121,16,"5",0,78501
"490",2.31208732247469,1,16,256,16,"5",0,30303
"491",2.46339765427329,0,22,484,14,"5",0,65207
"492",2.473094656224,1,13,169,17,"5",1,56301
"493",2.68948988581681,1,28,784,16,"5",1,13021
"494",1.87124087047553,1,10,100,16,"5",0,28105
"495",2.04787348240388,1,5,25,16,"5",0,72201
"496",2.27602266391837,0,5,25,15,"5",0,67202
"497",2.47318431254178,1,37,1369,18,"5",0,40299
"498",2.6971478047051,1,26,676,17,"5",1,19034
"499",2.11412480090088,1,4,16,16,"5",0,48075
"500",2.73538643883595,1,31,961,18,"5",1,49470
"501",2.35858881109606,1,13,169,17,"5",1,8232
"502",1.99841158717181,1,42,1764,12,"5",0,53202
"503",2.58975153478118,0,18,324,17,"5",0,53525
"504",1.03301832007511,1,3,9,12,"5",0,50322
"505",2.05782235599258,1,10,100,17,"5",0,40299
"506",2.52828487995226,1,10,100,16,"5",1,97006
"507",2.08094878521739,1,17,289,16,"5",0,96819
"508",2.41839233806107,0,7,49,18,"5",0,38371
"509",2.36797526855851,1,14,196,16,"5",0,7109
"510",2.57525445858269,1,22,484,16,"5",1,27834
